i,t,m,Rural
1779-001-01,2020-21,Mainland Rural,1
1780-001-01,2020-21,Mainland Rural,1
1781-001-01,2020-21,Mainland Rural,1
1782-001-03,2020-21,Mainland Rural,1
1783-001-01,2020-21,Mainland Rural,1
1784-001-01,2020-21,Mainland Rural,1
1784-001-02,2020-21,Mainland Rural,1
1785-001-02,2020-21,Mainland Rural,1
1785-001-03,2020-21,Mainland Rural,1
1786-001-01,2020-21,Mainland Rural,1
1798-001-01,2020-21,Mainland Rural,1
1798-001-04,2020-21,Mainland Rural,0
1799-001-01,2020-21,Mainland Rural,1
1800-001-01,2020-21,Mainland Rural,1
1801-001-01,2020-21,Mainland Rural,1
1801-001-04,2020-21,Mainland Rural,1
1802-001-01,2020-21,Mainland Rural,1
1802-001-03,2020-21,Mainland Rural,0
1802-001-04,2020-21,Mainland Rural,0
1803-001-01,2020-21,Mainland Rural,1
1804-001-01,2020-21,Mainland Rural,1
1805-001-01,2020-21,Mainland Rural,1
1817-001-01,2020-21,Mainland Other Urban,0
1818-001-01,2020-21,Mainland Other Urban,0
1818-001-02,2020-21,Mainland Other Urban,0
1818-001-03,2020-21,Mainland Other Urban,0
1819-001-01,2020-21,Mainland Other Urban,0
1820-001-01,2020-21,Mainland Other Urban,0
1821-001-01,2020-21,Mainland Other Urban,0
1822-001-01,2020-21,Mainland Other Urban,0
1823-001-01,2020-21,Mainland Other Urban,0
1823-001-02,2020-21,Mainland Other Urban,0
1824-001-01,2020-21,Mainland Other Urban,0
1836-001-01,2020-21,Mainland Rural,1
1837-001-01,2020-21,Mainland Rural,1
1838-001-01,2020-21,Mainland Rural,1
1839-001-01,2020-21,Mainland Rural,1
1840-001-01,2020-21,Mainland Rural,1
1840-001-03,2020-21,Mainland Rural,1
1841-001-01,2020-21,Mainland Rural,1
1842-001-01,2020-21,Mainland Rural,1
1843-001-01,2020-21,Mainland Rural,1
1843-001-03,2020-21,Mainland Rural,1
1856-001-01,2020-21,Mainland Rural,1
1856-001-04,2020-21,Mainland Rural,1
1857-001-01,2020-21,Mainland Rural,1
1857-001-02,2020-21,Mainland Rural,1
1858-001-01,2020-21,Mainland Rural,1
1858-001-08,2020-21,Mainland Rural,1
1858-001-09,2020-21,Mainland Rural,1
1859-001-01,2020-21,Mainland Rural,1
1860-001-01,2020-21,Mainland Rural,1
1860-001-03,2020-21,Mainland Rural,1
1861-001-01,2020-21,Mainland Rural,1
1862-001-01,2020-21,Mainland Rural,1
1874-001-01,2020-21,Mainland Rural,1
1875-001-01,2020-21,Mainland Rural,1
1875-001-03,2020-21,Mainland Rural,1
1875-001-07,2020-21,Mainland Rural,1
1876-001-02,2020-21,Mainland Rural,1
1876-001-04,2020-21,Mainland Rural,1
1877-001-02,2020-21,Mainland Rural,1
1877-001-04,2020-21,Mainland Rural,1
1879-001-01,2020-21,Mainland Rural,1
1880-001-01,2020-21,Mainland Rural,1
1893-001-01,2020-21,Mainland Rural,1
1896-001-01,2020-21,Mainland Rural,1
1896-001-03,2020-21,Mainland Rural,1
1897-001-01,2020-21,Mainland Rural,1
1898-001-01,2020-21,Mainland Rural,1
1898-001-03,2020-21,Mainland Rural,1
1899-001-02,2020-21,Mainland Rural,1
1902-001-01,2020-21,Mainland Rural,1
1913-001-01,2020-21,Mainland Other Urban,0
1915-001-01,2020-21,Mainland Other Urban,0
1916-001-01,2020-21,Mainland Other Urban,0
1917-001-01,2020-21,Mainland Other Urban,0
1917-001-05,2020-21,Mainland Other Urban,0
1918-001-01,2020-21,Mainland Other Urban,0
1922-001-01,2020-21,Mainland Other Urban,0
1931-001-01,2020-21,Mainland Rural,1
1932-001-01,2020-21,Mainland Rural,1
1932-001-02,2020-21,Mainland Rural,1
1932-001-04,2020-21,Mainland Rural,1
1932-001-05,2020-21,Mainland Rural,1
1932-001-08,2020-21,Mainland Rural,1
1933-001-01,2020-21,Mainland Rural,1
1934-001-01,2020-21,Mainland Rural,1
1935-001-01,2020-21,Mainland Rural,1
1935-001-06,2020-21,Mainland Rural,1
1936-001-01,2020-21,Mainland Rural,1
1936-001-02,2020-21,Mainland Rural,1
1936-001-04,2020-21,Mainland Rural,1
1937-001-02,2020-21,Mainland Rural,1
1938-001-01,2020-21,Mainland Rural,1
1938-001-02,2020-21,Mainland Rural,1
1950-001-02,2020-21,Mainland Rural,1
1951-001-02,2020-21,Mainland Rural,1
1952-001-02,2020-21,Mainland Rural,1
1954-001-01,2020-21,Mainland Rural,1
1955-001-01,2020-21,Mainland Rural,1
1956-001-01,2020-21,Mainland Rural,1
1957-001-01,2020-21,Mainland Rural,1
1969-001-01,2020-21,Mainland Rural,1
1970-001-02,2020-21,Mainland Rural,1
1971-001-01,2020-21,Mainland Rural,1
1971-001-02,2020-21,Mainland Rural,1
1972-001-01,2020-21,Mainland Rural,1
1972-001-02,2020-21,Mainland Rural,1
1972-001-05,2020-21,Mainland Rural,1
1973-001-01,2020-21,Mainland Rural,1
1974-001-01,2020-21,Mainland Rural,1
1975-001-02,2020-21,Mainland Rural,0
1976-001-01,2020-21,Mainland Rural,1
1988-001-01,2020-21,Mainland Other Urban,0
1988-001-06,2020-21,Mainland Other Urban,0
1988-001-07,2020-21,Mainland Other Urban,0
1989-001-01,2020-21,Mainland Other Urban,0
1990-001-01,2020-21,Mainland Other Urban,0
1991-001-01,2020-21,Mainland Other Urban,0
1991-001-04,2020-21,Mainland Other Urban,0
1992-001-01,2020-21,Mainland Other Urban,0
1993-001-01,2020-21,Mainland Other Urban,0
1994-001-01,2020-21,Mainland Other Urban,0
1994-001-03,2020-21,Mainland Other Urban,0
2007-001-01,2020-21,Mainland Rural,1
2008-001-01,2020-21,Mainland Rural,1
2009-001-01,2020-21,Mainland Rural,1
2009-001-03,2020-21,Mainland Rural,1
2009-001-04,2020-21,Mainland Rural,1
2009-001-06,2020-21,Mainland Rural,1
2010-001-01,2020-21,Mainland Rural,1
2011-001-01,2020-21,Mainland Rural,1
2012-001-01,2020-21,Mainland Rural,1
2013-001-01,2020-21,Mainland Rural,1
2014-001-01,2020-21,Mainland Rural,1
2014-001-02,2020-21,Mainland Rural,1
2026-001-01,2020-21,Mainland Other Urban,0
2027-001-01,2020-21,Mainland Other Urban,0
2028-001-01,2020-21,Mainland Other Urban,0
2029-001-01,2020-21,Mainland Other Urban,0
2030-001-01,2020-21,Mainland Other Urban,0
2031-001-01,2020-21,Mainland Other Urban,0
2032-001-01,2020-21,Mainland Other Urban,0
2033-001-01,2020-21,Mainland Other Urban,0
2045-001-01,2020-21,Mainland Rural,1
2045-001-02,2020-21,Mainland Rural,1
2046-001-01,2020-21,Mainland Rural,1
2047-001-01,2020-21,Mainland Rural,1
2048-001-01,2020-21,Mainland Rural,1
2049-001-01,2020-21,Mainland Rural,1
2050-001-02,2020-21,Mainland Rural,1
2051-001-01,2020-21,Mainland Rural,1
2052-001-01,2020-21,Mainland Rural,1
2064-001-01,2020-21,Mainland Rural,1
2065-001-01,2020-21,Mainland Rural,1
2066-001-01,2020-21,Mainland Rural,1
2067-001-01,2020-21,Mainland Rural,1
2068-001-01,2020-21,Mainland Rural,1
2069-001-01,2020-21,Mainland Rural,1
2070-001-01,2020-21,Mainland Rural,1
2072-001-01,2020-21,Mainland Rural,1
2072-001-02,2020-21,Mainland Rural,1
2083-001-01,2020-21,Mainland Other Urban,1
2083-001-03,2020-21,Mainland Other Urban,0
2085-001-01,2020-21,Mainland Other Urban,1
2086-001-01,2020-21,Mainland Other Urban,0
2087-001-01,2020-21,Mainland Other Urban,0
2088-001-01,2020-21,Mainland Other Urban,0
2089-001-01,2020-21,Mainland Other Urban,0
2089-001-02,2020-21,Mainland Other Urban,0
2090-001-01,2020-21,Mainland Other Urban,0
2102-001-01,2020-21,Mainland Rural,1
2103-001-01,2020-21,Mainland Rural,1
2105-001-01,2020-21,Mainland Rural,1
2105-001-02,2020-21,Mainland Rural,1
2106-001-01,2020-21,Mainland Rural,1
2107-001-01,2020-21,Mainland Rural,1
2108-001-01,2020-21,Mainland Rural,1
2109-001-01,2020-21,Mainland Rural,1
2110-001-01,2020-21,Mainland Rural,1
2121-001-01,2020-21,Mainland Rural,1
2122-001-01,2020-21,Mainland Rural,1
2123-001-01,2020-21,Mainland Rural,1
2123-001-02,2020-21,Mainland Rural,1
2124-001-01,2020-21,Mainland Rural,1
2125-001-01,2020-21,Mainland Rural,1
2126-001-01,2020-21,Mainland Rural,1
2127-001-01,2020-21,Mainland Rural,1
2128-001-01,2020-21,Mainland Rural,1
2140-001-01,2020-21,Mainland Rural,1
2141-001-01,2020-21,Mainland Rural,1
2142-001-01,2020-21,Mainland Rural,1
2143-001-01,2020-21,Mainland Rural,1
2143-001-02,2020-21,Mainland Rural,1
2143-001-04,2020-21,Mainland Rural,0
2144-001-01,2020-21,Mainland Rural,1
2145-001-01,2020-21,Mainland Rural,1
2146-001-01,2020-21,Mainland Rural,1
2146-001-03,2020-21,Mainland Rural,1
2147-001-01,2020-21,Mainland Rural,1
2159-001-01,2020-21,Mainland Rural,1
2159-001-04,2020-21,Mainland Rural,1
2161-001-01,2020-21,Mainland Rural,1
2161-001-03,2020-21,Mainland Rural,1
2161-001-04,2020-21,Mainland Rural,1
2162-001-01,2020-21,Mainland Rural,1
2164-001-01,2020-21,Mainland Rural,1
2165-001-01,2020-21,Mainland Rural,1
2166-001-01,2020-21,Mainland Rural,1
2178-001-01,2020-21,Mainland Rural,1
2179-001-01,2020-21,Mainland Rural,1
2179-001-03,2020-21,Mainland Rural,1
2180-001-01,2020-21,Mainland Rural,1
2181-001-01,2020-21,Mainland Rural,1
2182-001-01,2020-21,Mainland Rural,1
2183-001-01,2020-21,Mainland Rural,1
2184-001-01,2020-21,Mainland Rural,1
2185-001-01,2020-21,Mainland Rural,1
2197-001-01,2020-21,Mainland Rural,1
2198-001-02,2020-21,Mainland Rural,1
2198-001-03,2020-21,Mainland Rural,1
2199-001-01,2020-21,Mainland Rural,1
2199-001-03,2020-21,Mainland Rural,1
2200-001-01,2020-21,Mainland Rural,1
2200-001-03,2020-21,Mainland Rural,1
2201-001-01,2020-21,Mainland Rural,1
2202-001-01,2020-21,Mainland Rural,1
2203-001-01,2020-21,Mainland Rural,1
2204-001-01,2020-21,Mainland Rural,1
2204-001-04,2020-21,Mainland Rural,1
2216-001-01,2020-21,Mainland Rural,1
2217-001-01,2020-21,Mainland Rural,1
2217-001-02,2020-21,Mainland Rural,1
2218-001-01,2020-21,Mainland Rural,1
2219-001-01,2020-21,Mainland Rural,1
2220-001-01,2020-21,Mainland Rural,1
2221-001-01,2020-21,Mainland Rural,1
2222-001-01,2020-21,Mainland Rural,1
2222-001-04,2020-21,Mainland Rural,1
2222-001-08,2020-21,Mainland Rural,1
2223-001-02,2020-21,Mainland Rural,1
2235-001-01,2020-21,Mainland Rural,1
2236-001-01,2020-21,Mainland Rural,1
2236-001-02,2020-21,Mainland Rural,1
2237-001-01,2020-21,Mainland Rural,1
2238-001-01,2020-21,Mainland Rural,1
2239-001-01,2020-21,Mainland Rural,1
2239-001-03,2020-21,Mainland Rural,1
2240-001-02,2020-21,Mainland Rural,1
2241-001-01,2020-21,Mainland Rural,1
2242-001-01,2020-21,Mainland Rural,1
2254-001-01,2020-21,Mainland Rural,1
2255-001-01,2020-21,Mainland Rural,1
2256-001-01,2020-21,Mainland Rural,1
2256-001-03,2020-21,Mainland Rural,1
2257-001-01,2020-21,Mainland Rural,1
2258-001-01,2020-21,Mainland Rural,1
2259-001-01,2020-21,Mainland Rural,1
2260-001-01,2020-21,Mainland Rural,1
2273-001-01,2020-21,Zanzibar,0
2273-001-02,2020-21,Zanzibar,0
2274-001-01,2020-21,Zanzibar,0
2275-001-01,2020-21,Zanzibar,0
2276-001-01,2020-21,Zanzibar,0
2277-001-01,2020-21,Zanzibar,0
2277-001-03,2020-21,Zanzibar,0
2278-001-02,2020-21,Zanzibar,0
2279-001-01,2020-21,Zanzibar,0
2280-001-01,2020-21,Zanzibar,0
2292-001-02,2020-21,Zanzibar,1
2292-001-05,2020-21,Zanzibar,0
2293-001-01,2020-21,Zanzibar,1
2293-001-02,2020-21,Zanzibar,1
2293-001-03,2020-21,Zanzibar,1
2293-001-04,2020-21,Zanzibar,1
2293-001-05,2020-21,Zanzibar,1
2294-001-01,2020-21,Zanzibar,1
2295-001-01,2020-21,Zanzibar,1
2296-001-01,2020-21,Zanzibar,1
2297-001-01,2020-21,Zanzibar,1
2298-001-01,2020-21,Zanzibar,1
2299-001-01,2020-21,Zanzibar,1
2311-001-01,2020-21,Zanzibar,1
2311-001-04,2020-21,Zanzibar,1
2312-001-01,2020-21,Zanzibar,1
2313-001-01,2020-21,Zanzibar,1
2313-001-04,2020-21,Zanzibar,1
2314-001-02,2020-21,Zanzibar,1
2316-001-01,2020-21,Zanzibar,1
2317-001-01,2020-21,Zanzibar,1
2318-001-01,2020-21,Zanzibar,1
2318-001-03,2020-21,Zanzibar,1
2320-001-02,2020-21,Zanzibar,1
2320-001-03,2020-21,Zanzibar,1
2330-001-01,2020-21,Zanzibar,0
2330-001-03,2020-21,Zanzibar,0
2331-001-02,2020-21,Zanzibar,0
2331-001-03,2020-21,Zanzibar,0
2332-001-01,2020-21,Zanzibar,0
2332-001-02,2020-21,Zanzibar,0
2332-001-03,2020-21,Zanzibar,0
2333-001-01,2020-21,Zanzibar,0
2333-001-04,2020-21,Zanzibar,0
2334-001-01,2020-21,Zanzibar,0
2335-001-01,2020-21,Zanzibar,0
2336-001-01,2020-21,Zanzibar,0
2337-001-01,2020-21,Zanzibar,0
2337-001-02,2020-21,Zanzibar,0
2337-001-03,2020-21,Zanzibar,0
2349-001-01,2020-21,Zanzibar,1
2349-001-03,2020-21,Zanzibar,1
2349-001-04,2020-21,Zanzibar,1
2350-001-03,2020-21,Zanzibar,0
2352-001-02,2020-21,Zanzibar,1
2352-001-03,2020-21,Zanzibar,1
2352-001-04,2020-21,Zanzibar,1
2352-001-06,2020-21,Zanzibar,1
2352-001-07,2020-21,Zanzibar,1
2353-001-01,2020-21,Zanzibar,0
2353-001-03,2020-21,Zanzibar,1
2353-001-04,2020-21,Zanzibar,1
2353-001-05,2020-21,Zanzibar,1
2354-001-01,2020-21,Zanzibar,1
2354-001-04,2020-21,Zanzibar,0
2355-001-01,2020-21,Zanzibar,1
2356-001-01,2020-21,Zanzibar,1
2360-001-01,2020-21,Zanzibar,0
2368-001-01,2020-21,Zanzibar,1
2369-001-01,2020-21,Zanzibar,1
2371-001-01,2020-21,Zanzibar,1
2371-001-03,2020-21,Zanzibar,1
2372-001-01,2020-21,Zanzibar,1
2372-001-03,2020-21,Zanzibar,1
2373-001-02,2020-21,Zanzibar,1
2373-001-03,2020-21,Zanzibar,1
2374-001-01,2020-21,Zanzibar,1
2375-001-01,2020-21,Zanzibar,1
2376-001-01,2020-21,Zanzibar,1
2387-001-01,2020-21,Zanzibar,0
2389-001-01,2020-21,Zanzibar,0
2389-001-02,2020-21,Zanzibar,0
2390-001-01,2020-21,Zanzibar,0
2391-001-01,2020-21,Zanzibar,0
2392-001-01,2020-21,Zanzibar,0
2392-001-02,2020-21,Zanzibar,0
2393-001-01,2020-21,Zanzibar,0
2393-001-03,2020-21,Zanzibar,0
2394-001-01,2020-21,Zanzibar,0
2398-001-01,2020-21,Zanzibar,0
2398-001-06,2020-21,Zanzibar,0
2406-001-01,2020-21,Zanzibar,1
2407-001-01,2020-21,Zanzibar,1
2408-001-02,2020-21,Zanzibar,1
2409-001-01,2020-21,Zanzibar,1
2410-001-01,2020-21,Zanzibar,1
2411-001-01,2020-21,Zanzibar,1
2411-001-02,2020-21,Zanzibar,1
2411-001-03,2020-21,Zanzibar,1
2412-001-01,2020-21,Zanzibar,1
2413-001-01,2020-21,Zanzibar,1
2413-001-02,2020-21,Zanzibar,1
2413-001-03,2020-21,Zanzibar,1
2425-001-01,2020-21,Zanzibar,1
2425-001-03,2020-21,Zanzibar,1
2426-001-01,2020-21,Zanzibar,1
2427-001-01,2020-21,Zanzibar,1
2428-001-01,2020-21,Zanzibar,1
2430-001-01,2020-21,Zanzibar,1
2431-001-01,2020-21,Zanzibar,1
2432-001-01,2020-21,Zanzibar,1
2435-001-01,2020-21,Zanzibar,1
2444-001-01,2020-21,Mainland Other Urban,0
2445-001-01,2020-21,Mainland Other Urban,0
2445-001-02,2020-21,Mainland Other Urban,0
2446-001-01,2020-21,Mainland Other Urban,0
2446-001-03,2020-21,Mainland Other Urban,0
2447-001-01,2020-21,Mainland Other Urban,0
2448-001-01,2020-21,Mainland Other Urban,0
2448-001-02,2020-21,Mainland Other Urban,0
2449-001-01,2020-21,Mainland Other Urban,0
2449-001-02,2020-21,Mainland Other Urban,0
2450-001-01,2020-21,Mainland Other Urban,0
2451-001-01,2020-21,Mainland Other Urban,0
2463-001-02,2020-21,Mainland Rural,1
2464-001-03,2020-21,Mainland Rural,1
2464-001-04,2020-21,Mainland Rural,1
2464-001-08,2020-21,Mainland Rural,1
2465-001-01,2020-21,Mainland Rural,1
2466-001-01,2020-21,Mainland Rural,1
2467-001-02,2020-21,Mainland Rural,1
2467-001-03,2020-21,Mainland Rural,1
2468-001-01,2020-21,Mainland Rural,1
2468-001-03,2020-21,Mainland Rural,1
2469-001-01,2020-21,Mainland Rural,1
2471-001-01,2020-21,Mainland Rural,1
2482-001-01,2020-21,Mainland Rural,1
2483-001-01,2020-21,Mainland Rural,1
2484-001-01,2020-21,Mainland Rural,1
2485-001-01,2020-21,Mainland Rural,1
2486-001-01,2020-21,Mainland Rural,1
2486-001-02,2020-21,Mainland Rural,1
2487-001-01,2020-21,Mainland Rural,1
2488-001-01,2020-21,Mainland Rural,1
2488-001-04,2020-21,Mainland Rural,1
2489-001-01,2020-21,Mainland Rural,1
2520-001-01,2020-21,Mainland Rural,1
2520-001-03,2020-21,Mainland Rural,1
2521-001-01,2020-21,Mainland Rural,1
2521-001-02,2020-21,Mainland Rural,1
2522-001-01,2020-21,Mainland Rural,1
2523-001-02,2020-21,Mainland Rural,1
2523-001-03,2020-21,Mainland Rural,0
2524-001-01,2020-21,Mainland Rural,1
2525-001-01,2020-21,Mainland Rural,1
2526-001-01,2020-21,Mainland Rural,1
2527-001-01,2020-21,Mainland Rural,1
2527-001-05,2020-21,Mainland Rural,1
2527-001-07,2020-21,Mainland Rural,1
2539-001-01,2020-21,Mainland Other Urban,0
2540-001-01,2020-21,Mainland Other Urban,0
2542-001-01,2020-21,Mainland Other Urban,0
2544-001-01,2020-21,Mainland Other Urban,0
2545-001-01,2020-21,Mainland Other Urban,0
2546-001-01,2020-21,Mainland Other Urban,0
2558-001-01,2020-21,Mainland Rural,1
2559-001-01,2020-21,Mainland Rural,1
2560-001-01,2020-21,Mainland Rural,1
2561-001-01,2020-21,Mainland Rural,0
2562-001-01,2020-21,Mainland Rural,1
2563-001-01,2020-21,Mainland Rural,1
2564-001-01,2020-21,Mainland Rural,0
2566-001-01,2020-21,Mainland Rural,1
2577-001-01,2020-21,Mainland Rural,1
2578-001-01,2020-21,Mainland Rural,1
2578-001-04,2020-21,Mainland Rural,1
2578-001-05,2020-21,Mainland Rural,1
2579-001-01,2020-21,Mainland Rural,1
2580-001-01,2020-21,Mainland Rural,1
2581-001-01,2020-21,Mainland Rural,1
2582-001-01,2020-21,Mainland Rural,1
2582-001-02,2020-21,Mainland Rural,1
2583-001-01,2020-21,Mainland Rural,1
2584-001-01,2020-21,Mainland Rural,1
2596-001-01,2020-21,Mainland Rural,1
2596-001-02,2020-21,Mainland Rural,1
2596-001-03,2020-21,Mainland Rural,1
2597-001-01,2020-21,Mainland Rural,1
2598-001-01,2020-21,Mainland Rural,1
2598-001-03,2020-21,Mainland Rural,1
2599-001-01,2020-21,Mainland Rural,1
2600-001-01,2020-21,Mainland Rural,1
2601-001-01,2020-21,Mainland Rural,1
2601-001-03,2020-21,Mainland Rural,1
2601-001-04,2020-21,Mainland Rural,1
2603-001-01,2020-21,Mainland Rural,1
2603-001-02,2020-21,Mainland Rural,1
2615-001-01,2020-21,Mainland Rural,1
2615-001-02,2020-21,Mainland Rural,1
2616-001-01,2020-21,Mainland Rural,1
2617-001-01,2020-21,Mainland Rural,1
2618-001-01,2020-21,Mainland Rural,1
2619-001-01,2020-21,Mainland Rural,1
2620-001-01,2020-21,Mainland Rural,1
2621-001-01,2020-21,Mainland Rural,1
2622-001-01,2020-21,Mainland Rural,1
2622-001-04,2020-21,Mainland Rural,0
2634-001-01,2020-21,Mainland Rural,1
2635-001-01,2020-21,Mainland Rural,1
2636-001-01,2020-21,Mainland Rural,1
2637-001-01,2020-21,Mainland Rural,1
2637-001-05,2020-21,Mainland Rural,1
2638-001-01,2020-21,Mainland Rural,1
2639-001-01,2020-21,Mainland Rural,1
2640-001-01,2020-21,Mainland Rural,1
2641-001-01,2020-21,Mainland Rural,1
2654-001-01,2020-21,Mainland Other Urban,0
2655-001-01,2020-21,Mainland Other Urban,0
2656-001-01,2020-21,Mainland Other Urban,0
2656-001-02,2020-21,Mainland Other Urban,0
2657-001-01,2020-21,Mainland Other Urban,0
2658-001-01,2020-21,Mainland Other Urban,0
2659-001-01,2020-21,Mainland Other Urban,0
2659-001-02,2020-21,Mainland Other Urban,0
2659-001-06,2020-21,Mainland Other Urban,0
2660-001-01,2020-21,Mainland Other Urban,0
2660-001-02,2020-21,Mainland Other Urban,0
2672-001-02,2020-21,Mainland Rural,1
2673-001-01,2020-21,Mainland Rural,1
2674-001-01,2020-21,Mainland Rural,1
2675-001-01,2020-21,Mainland Rural,1
2676-001-01,2020-21,Mainland Rural,1
2677-001-01,2020-21,Mainland Rural,1
2678-001-01,2020-21,Mainland Rural,1
2679-001-01,2020-21,Mainland Rural,1
2691-001-02,2020-21,Mainland Rural,1
2691-001-03,2020-21,Mainland Rural,1
2691-001-05,2020-21,Mainland Rural,0
2692-001-01,2020-21,Mainland Rural,1
2692-001-03,2020-21,Mainland Rural,0
2693-001-01,2020-21,Mainland Rural,1
2694-001-01,2020-21,Mainland Rural,1
2695-001-01,2020-21,Mainland Rural,1
2696-001-01,2020-21,Mainland Rural,1
2696-001-05,2020-21,Mainland Rural,1
2697-001-01,2020-21,Mainland Rural,1
2710-001-02,2020-21,Mainland Rural,1
2711-001-01,2020-21,Mainland Rural,1
2713-001-01,2020-21,Mainland Rural,1
2714-001-01,2020-21,Mainland Rural,1
2714-001-04,2020-21,Mainland Rural,1
2715-001-01,2020-21,Mainland Rural,1
2716-001-01,2020-21,Mainland Rural,1
2717-001-01,2020-21,Mainland Rural,1
2729-001-01,2020-21,Mainland Other Urban,0
2729-001-05,2020-21,Mainland Other Urban,0
2730-001-01,2020-21,Mainland Other Urban,0
2732-001-01,2020-21,Mainland Other Urban,0
2733-001-01,2020-21,Mainland Other Urban,1
2733-001-04,2020-21,Mainland Other Urban,0
2734-001-01,2020-21,Mainland Other Urban,1
2735-001-01,2020-21,Mainland Other Urban,0
2736-001-01,2020-21,Mainland Other Urban,0
2748-001-01,2020-21,Zanzibar,1
2749-001-03,2020-21,Zanzibar,1
2750-001-02,2020-21,Zanzibar,1
2750-001-03,2020-21,Zanzibar,1
2750-001-04,2020-21,Zanzibar,1
2751-001-01,2020-21,Zanzibar,1
2751-001-02,2020-21,Zanzibar,1
2751-001-03,2020-21,Zanzibar,1
2751-001-04,2020-21,Zanzibar,1
2752-001-02,2020-21,Zanzibar,0
2752-001-03,2020-21,Zanzibar,1
2753-001-01,2020-21,Zanzibar,1
2753-001-04,2020-21,Zanzibar,1
2753-001-05,2020-21,Zanzibar,0
2754-001-02,2020-21,Zanzibar,1
2754-001-03,2020-21,Zanzibar,1
2755-001-01,2020-21,Zanzibar,1
2767-001-01,2020-21,Zanzibar,0
2769-001-01,2020-21,Zanzibar,0
2770-001-01,2020-21,Zanzibar,0
2770-001-03,2020-21,Zanzibar,0
2771-001-01,2020-21,Zanzibar,0
2772-001-01,2020-21,Zanzibar,0
2773-001-01,2020-21,Zanzibar,0
2774-001-01,2020-21,Zanzibar,0
2786-001-01,2020-21,Zanzibar,1
2787-001-01,2020-21,Zanzibar,1
2788-001-01,2020-21,Zanzibar,1
2789-001-01,2020-21,Zanzibar,1
2790-001-01,2020-21,Zanzibar,1
2790-001-04,2020-21,Zanzibar,1
2791-001-01,2020-21,Zanzibar,1
2791-001-03,2020-21,Zanzibar,1
2792-001-01,2020-21,Zanzibar,1
2793-001-01,2020-21,Zanzibar,1
2805-001-01,2020-21,Zanzibar,0
2805-001-02,2020-21,Zanzibar,1
2806-001-01,2020-21,Zanzibar,1
2807-001-01,2020-21,Zanzibar,1
2808-001-01,2020-21,Zanzibar,1
2808-001-04,2020-21,Zanzibar,1
2809-001-01,2020-21,Zanzibar,0
2810-001-01,2020-21,Zanzibar,0
2811-001-01,2020-21,Zanzibar,1
2811-001-03,2020-21,Zanzibar,1
2811-001-05,2020-21,Zanzibar,1
2812-001-01,2020-21,Zanzibar,1
2824-001-01,2020-21,Zanzibar,1
2824-001-03,2020-21,Zanzibar,1
2825-001-02,2020-21,Zanzibar,0
2826-001-01,2020-21,Zanzibar,1
2827-001-01,2020-21,Zanzibar,1
2828-001-01,2020-21,Zanzibar,1
2829-001-01,2020-21,Zanzibar,1
2829-001-03,2020-21,Zanzibar,1
2833-001-01,2020-21,Zanzibar,1
2834-001-01,2020-21,Zanzibar,1
2834-001-02,2020-21,Zanzibar,0
2843-001-01,2020-21,Mainland Rural,1
2845-001-01,2020-21,Mainland Rural,1
2846-001-02,2020-21,Mainland Rural,1
2847-001-01,2020-21,Mainland Rural,1
2848-001-01,2020-21,Mainland Rural,1
2848-001-05,2020-21,Mainland Rural,1
2849-001-01,2020-21,Mainland Rural,1
2850-001-01,2020-21,Mainland Rural,1
2850-001-03,2020-21,Mainland Rural,1
2862-001-01,2020-21,Mainland Other Urban,0
2863-001-01,2020-21,Mainland Other Urban,0
2864-001-02,2020-21,Mainland Other Urban,0
2865-001-02,2020-21,Mainland Other Urban,0
2866-001-02,2020-21,Mainland Other Urban,0
2867-001-01,2020-21,Mainland Other Urban,0
2867-001-02,2020-21,Mainland Other Urban,0
